x,y,distance_from_land,depth,u,v,result,distance,comment
-28.27447356766194,20.00997295376234,7,147.14285714285714,-42.35714285714285,-147.57142857142858,1,375.59480039216817,We can have a mini_city of 5k person and 3km radius
-28.22955780345596,20.00997295376234,1,147.14285714285714,-42.35714285714285,-147.57142857142858,0,375.59480039216817,We can have a city of 10k person and 5km radius
-28.094810510838037,20.00997295376234,2,155.78571428571428,-100.85714285714286,-121.14285714285714,0,378.78269037881364,We can have a city of 10k person and 5km radius
-28.04989474663206,20.00997295376234,5,155.78571428571428,-100.85714285714286,-121.14285714285714,0,378.78269037881364,We can have a city of 10k person and 5km radius
-27.870231689808158,20.00997295376234,8,169.21428571428572,-144.07142857142858,-81.78571428571429,1,372.79223572978043,We can have a mini_city of 5k person and 3km radius
-27.7804001613962,20.00997295376234,8,173.07142857142858,-137.14285714285714,-64.85714285714286,1,355.50814451475867,We can have a mini_city of 5k person and 3km radius
-27.69056863298425,20.00997295376234,4,175.92857142857142,-130.92857142857142,-58.785714285714285,0,346.8400943091905,We can have a city of 10k person and 5km radius
-27.55582134036632,20.00997295376234,7,184.8571428571429,-113.14285714285714,-65.92857142857143,1,340.8047573803236,We can have a mini_city of 5k person and 3km radius
-27.421074047748395,20.00997295376234,3,187.3571428571429,-98.21428571428572,-48.785714285714285,0,318.09312267617094,We can have a city of 10k person and 5km radius
-26.837169113070704,20.00997295376234,1,120.0,258.1428571428572,281.7857142857143,1,178.0395077687271,We can have a mini_city of 5k person and 3km radius
-26.79225334886473,20.00997295376234,9,120.0,258.1428571428572,281.7857142857143,1,178.0395077687271,We can have a mini_city of 5k person and 3km radius
-26.74733758465875,20.00997295376234,6,110.28571428571428,267.7857142857143,221.5,1,169.15760674107253,We can have a mini_city of 5k person and 3km radius
-26.52275876362887,20.00997295376234,1,100.07142857142856,282.85714285714283,45.21428571428572,1,239.5732707144441,We can have a mini_city of 5k person and 3km radius
-26.43292723521692,20.00997295376234,7,103.5,272.35714285714283,-133.35714285714286,1,375.2785224173575,We can have a mini_city of 5k person and 3km radius
-26.388011471010945,20.00997295376234,2,103.5,272.35714285714283,-133.35714285714286,1,375.2785224173575,We can have a mini_city of 5k person and 3km radius
-26.073601121569112,20.00997295376234,9,137.14285714285714,189.8571428571429,-367.0,2,574.0760455919137,Due to velocity and distance and depth we cant have a city here
-25.93885382895118,20.00997295376234,6,170.35714285714286,144.57142857142858,-473.3571428571428,2,674.8306854920222,Due to velocity and distance and depth we cant have a city here
-25.84902230053923,20.00997295376234,2,186.7142857142857,135.5,-524.7142857142857,2,725.5832453401658,Due to velocity and distance and depth we cant have a city here
-25.80410653633325,20.00997295376234,9,186.7142857142857,135.5,-524.7142857142857,2,725.5832453401658,Due to velocity and distance and depth we cant have a city here
-25.7142750079213,20.00997295376234,3,238.0,120.28571428571428,-592.0714285714286,2,792.331154356097,Due to velocity and distance and depth we cant have a city here
-25.669359243715327,20.00997295376234,2,238.0,120.28571428571428,-592.0714285714286,2,792.331154356097,Due to velocity and distance and depth we cant have a city here
-25.57952771530337,20.00997295376234,7,268.57142857142856,99.64285714285714,-598.2142857142857,2,798.2143656120126,Due to velocity and distance and depth we cant have a city here
-25.489696186891425,20.00997295376234,8,299.07142857142856,68.85714285714286,-588.2142857142857,2,788.8292830233306,Due to velocity and distance and depth we cant have a city here
-25.35494889427349,20.00997295376234,9,348.6428571428572,-10.857142857142858,-476.57142857142856,2,685.5933226641233,Due to velocity and distance and depth we cant have a city here
-25.265117365861546,20.00997295376234,7,366.9285714285714,-53.5,-349.2857142857143,2,570.3306461328966,Due to velocity and distance and depth we cant have a city here
-29.98127260748903,20.05488871796832,9,48.42857142857143,70.07142857142857,-19.0,1,221.03556136458022,We can have a mini_city of 5k person and 3km radius
-29.75669378645915,20.05488871796832,7,49.85714285714285,72.71428571428571,-20.142857142857142,1,221.8273827891905,We can have a mini_city of 5k person and 3km radius
-29.17278885178146,20.05488871796832,6,59.142857142857146,64.35714285714286,-80.28571428571429,1,282.54290806523386,We can have a mini_city of 5k person and 3km radius
-29.03804155916353,20.05488871796832,2,65.5,69.42857142857143,-75.28571428571429,0,276.9780437772891,We can have a city of 10k person and 5km radius
-28.99312579495756,20.05488871796832,2,70.21428571428571,80.07142857142857,-82.42857142857143,0,283.13079295330516,We can have a city of 10k person and 5km radius
-28.858378502339622,20.05488871796832,8,75.78571428571429,89.07142857142857,-99.28571428571428,1,299.4851790138864,We can have a mini_city of 5k person and 3km radius
-28.7236312097217,20.05488871796832,7,91.71428571428572,95.57142857142856,-149.71428571428572,1,349.742324973045,We can have a mini_city of 5k person and 3km radius
-28.58888391710377,20.05488871796832,3,114.21428571428572,80.0,-195.7142857142857,0,396.21937852453317,We can have a city of 10k person and 5km radius
-28.49905238869182,20.05488871796832,3,125.07142857142856,56.35714285714285,-192.57142857142856,0,394.98990558013514,We can have a city of 10k person and 5km radius
-28.319389331867917,20.05488871796832,4,142.85714285714286,-1.7857142857142858,-162.85714285714286,0,376.8628898619524,We can have a city of 10k person and 5km radius
-28.27447356766194,20.05488871796832,8,148.85714285714286,-34.285714285714285,-138.28571428571428,1,363.9641157463472,We can have a mini_city of 5k person and 3km radius
-28.13972627504401,20.05488871796832,5,153.85714285714286,-69.14285714285714,-120.71428571428572,0,362.5837271357796,We can have a city of 10k person and 5km radius
-28.094810510838037,20.05488871796832,9,157.07142857142858,-103.85714285714286,-105.28571428571428,1,367.0927703467018,We can have a mini_city of 5k person and 3km radius
-27.960063218220107,20.05488871796832,1,160.35714285714286,-132.28571428571428,-91.07142857142856,0,372.39660255141524,We can have a city of 10k person and 5km radius
-27.825315925602176,20.05488871796832,8,168.07142857142858,-147.0,-66.64285714285714,1,363.46583507299016,We can have a mini_city of 5k person and 3km radius
-27.7804001613962,20.05488871796832,7,171.35714285714286,-140.92857142857142,-58.5,1,353.36783460101776,We can have a mini_city of 5k person and 3km radius
-27.69056863298425,20.05488871796832,9,173.57142857142858,-133.85714285714286,-59.0,1,348.9558185004315,We can have a mini_city of 5k person and 3km radius
-27.151579462512537,20.05488871796832,6,175.57142857142858,58.0,185.3571428571429,1,44.47935774385824,We can have a mini_city of 5k person and 3km radius
-27.10666369830656,20.05488871796832,2,175.57142857142858,58.0,185.3571428571429,0,44.47935774385824,We can have a city of 10k person and 5km radius
-26.88208487727668,20.05488871796832,8,140.5,241.07142857142856,297.2857142857143,1,171.36410990421916,We can have a mini_city of 5k person and 3km radius
-26.52275876362887,20.05488871796832,1,112.35714285714286,316.42857142857144,64.92857142857143,2,255.11882985569446,Due to velocity and distance and depth we cant have a city here
-26.477842999422894,20.05488871796832,2,111.92857142857144,311.2857142857143,-28.714285714285715,2,311.37096452787694,Due to velocity and distance and depth we cant have a city here
-26.43292723521692,20.05488871796832,7,115.21428571428572,298.92857142857144,-131.5,1,386.60681128326263,We can have a mini_city of 5k person and 3km radius
-26.388011471010945,20.05488871796832,3,115.21428571428572,298.92857142857144,-131.5,1,386.60681128326263,We can have a mini_city of 5k person and 3km radius
-26.343095706804966,20.05488871796832,4,119.21428571428572,281.2857142857143,-211.6428571428572,2,449.7936771907942,Due to velocity and distance and depth we cant have a city here
-26.298179942598992,20.05488871796832,3,119.21428571428572,281.2857142857143,-211.6428571428572,2,449.7936771907942,Due to velocity and distance and depth we cant have a city here
-26.02868535736313,20.05488871796832,6,162.71428571428572,180.3571428571429,-384.6428571428572,2,590.1394248957839,Due to velocity and distance and depth we cant have a city here
-25.98376959315716,20.05488871796832,2,162.71428571428572,180.3571428571429,-384.6428571428572,2,590.1394248957839,Due to velocity and distance and depth we cant have a city here
-25.75919077212728,20.05488871796832,1,216.0,160.07142857142858,-516.3571428571429,2,718.8714298489413,Due to velocity and distance and depth we cant have a city here
-25.7142750079213,20.05488871796832,6,242.6428571428572,145.71428571428572,-557.2142857142857,2,758.5929543623267,Due to velocity and distance and depth we cant have a city here
-25.669359243715327,20.05488871796832,6,242.6428571428572,145.71428571428572,-557.2142857142857,2,758.5929543623267,Due to velocity and distance and depth we cant have a city here
-25.489696186891425,20.05488871796832,9,302.42857142857144,86.92857142857143,-552.0,2,752.1135966361052,Due to velocity and distance and depth we cant have a city here
-25.39986465847947,20.05488871796832,2,349.5,0.9285714285714286,-443.7857142857143,2,651.3641023863312,Due to velocity and distance and depth we cant have a city here
-25.35494889427349,20.05488871796832,5,349.5,0.9285714285714286,-443.7857142857143,2,651.3641023863312,Due to velocity and distance and depth we cant have a city here
-25.31003313006752,20.05488871796832,4,365.7857142857143,-51.21428571428572,-311.7142857142857,2,533.589046371984,Due to velocity and distance and depth we cant have a city here
-25.265117365861546,20.05488871796832,2,365.7857142857143,-51.21428571428572,-311.7142857142857,2,533.589046371984,Due to velocity and distance and depth we cant have a city here
-25.17528583744959,20.05488871796832,3,376.7142857142857,-97.71428571428572,-173.21428571428572,1,422.35037804734435,We can have a mini_city of 5k person and 3km radius
-25.08545430903764,20.05488871796832,9,383.6428571428572,-139.14285714285714,-82.64285714285714,1,370.2381541877154,We can have a mini_city of 5k person and 3km radius
-29.98127260748903,20.09980448217429,2,48.42857142857143,70.07142857142857,-19.0,0,221.03556136458022,We can have a city of 10k person and 5km radius
-29.577030729635243,20.09980448217429,3,52.71428571428572,61.642857142857146,-35.42857142857143,0,238.53277060618154,We can have a city of 10k person and 5km radius
-29.53211496542927,20.09980448217429,4,53.92857142857143,58.57142857142857,-47.71428571428572,0,251.1547209939543,We can have a city of 10k person and 5km radius
-29.352451908605364,20.09980448217429,2,56.21428571428572,64.78571428571429,-74.78571428571429,0,277.0329126545753,We can have a city of 10k person and 5km radius
-29.26262038019341,20.09980448217429,7,57.42857142857143,66.35714285714286,-81.78571428571429,1,283.78694581013565,We can have a mini_city of 5k person and 3km radius
-29.21770461598744,20.09980448217429,2,59.142857142857146,64.35714285714286,-80.28571428571429,0,282.54290806523386,We can have a city of 10k person and 5km radius
-29.127873087575484,20.09980448217429,3,61.642857142857146,63.71428571428572,-76.14285714285714,0,278.5166612830279,We can have a city of 10k person and 5km radius
-29.082957323369502,20.09980448217429,9,61.642857142857146,63.71428571428572,-76.14285714285714,1,278.5166612830279,We can have a mini_city of 5k person and 3km radius
-29.03804155916353,20.09980448217429,2,65.5,69.42857142857143,-75.28571428571429,0,276.9780437772891,We can have a city of 10k person and 5km radius
-28.903294266545604,20.09980448217429,6,75.78571428571429,89.07142857142857,-99.28571428571428,1,299.4851790138864,We can have a mini_city of 5k person and 3km radius
-28.81346273813365,20.09980448217429,2,82.92857142857143,93.92857142857144,-123.71428571428572,0,323.77121709690033,We can have a city of 10k person and 5km radius
-28.633799681309743,20.09980448217429,5,102.78571428571428,92.71428571428572,-176.57142857142858,0,376.6419021417818,We can have a city of 10k person and 5km radius
-28.49905238869182,20.09980448217429,2,125.07142857142856,56.35714285714285,-192.57142857142856,0,394.98990558013514,We can have a city of 10k person and 5km radius
-28.36430509607389,20.09980448217429,7,134.57142857142858,27.928571428571427,-178.21428571428572,1,385.0199173220704,We can have a mini_city of 5k person and 3km radius
-28.22955780345596,20.09980448217429,5,148.85714285714286,-34.285714285714285,-138.28571428571428,0,363.9641157463472,We can have a city of 10k person and 5km radius
-28.13972627504401,20.09980448217429,5,153.85714285714286,-69.14285714285714,-120.71428571428572,0,362.5837271357796,We can have a city of 10k person and 5km radius
-28.094810510838037,20.09980448217429,8,157.07142857142858,-103.85714285714286,-105.28571428571428,1,367.0927703467018,We can have a mini_city of 5k person and 3km radius
-27.91514745401413,20.09980448217429,4,163.78571428571428,-146.92857142857142,-78.57142857142857,0,372.25765298255675,We can have a city of 10k person and 5km radius
-27.870231689808158,20.09980448217429,1,168.07142857142858,-147.0,-66.64285714285714,0,363.46583507299016,We can have a city of 10k person and 5km radius
-27.55582134036632,20.09980448217429,8,181.78571428571428,-117.07142857142856,-82.42857142857143,1,356.21047578815603,We can have a mini_city of 5k person and 3km radius
-27.510905576160344,20.09980448217429,4,181.78571428571428,-117.07142857142856,-82.42857142857143,0,356.21047578815603,We can have a city of 10k person and 5km radius
-27.46598981195437,20.09980448217429,9,185.28571428571428,-109.07142857142856,-82.07142857142857,1,351.1056152516283,We can have a mini_city of 5k person and 3km radius
-27.421074047748395,20.09980448217429,1,185.28571428571428,-109.07142857142856,-82.07142857142857,0,351.1056152516283,We can have a city of 10k person and 5km radius
-27.19649522671851,20.09980448217429,9,182.07142857142856,-13.0,79.71428571428571,1,165.03833815578878,We can have a mini_city of 5k person and 3km radius
-26.97191640568863,20.09980448217429,5,153.5,197.2142857142857,313.6428571428572,1,149.55038056297494,We can have a mini_city of 5k person and 3km radius
-26.702421820452777,20.09980448217429,3,119.78571428571428,295.92857142857144,212.7142857142857,1,196.34066864321642,We can have a mini_city of 5k person and 3km radius
-26.612590292040824,20.09980448217429,7,115.07142857142856,312.1428571428572,145.07142857142858,2,219.13863145488156,Due to velocity and distance and depth we cant have a city here
-26.52275876362887,20.09980448217429,8,112.35714285714286,316.42857142857144,64.92857142857143,2,255.11882985569446,Due to velocity and distance and depth we cant have a city here
-26.343095706804966,20.09980448217429,9,119.21428571428572,281.2857142857143,-211.6428571428572,2,449.7936771907942,Due to velocity and distance and depth we cant have a city here
-26.298179942598992,20.09980448217429,8,119.21428571428572,281.2857142857143,-211.6428571428572,2,449.7936771907942,Due to velocity and distance and depth we cant have a city here
-26.073601121569112,20.09980448217429,3,148.35714285714286,203.3571428571429,-338.35714285714283,2,548.1889384554362,Due to velocity and distance and depth we cant have a city here
-25.893938064745207,20.09980448217429,8,178.57142857142858,171.14285714285714,-431.7142857142857,2,635.7076725177692,Due to velocity and distance and depth we cant have a city here
-25.84902230053923,20.09980448217429,5,194.6428571428572,167.78571428571428,-480.5,2,683.867789167778,Due to velocity and distance and depth we cant have a city here
-25.08545430903764,20.09980448217429,2,383.6428571428572,-139.14285714285714,-82.64285714285714,1,370.2381541877154,We can have a mini_city of 5k person and 3km radius
-29.93635684328305,20.14472024638027,9,51.642857142857146,69.85714285714286,-14.428571428571429,1,216.53684231934446,We can have a mini_city of 5k person and 3km radius
-29.89144107907708,20.14472024638027,4,51.642857142857146,69.85714285714286,-14.428571428571429,0,216.53684231934446,We can have a city of 10k person and 5km radius
-29.75669378645915,20.14472024638027,2,53.35714285714285,73.21428571428571,-16.857142857142858,0,218.50513700588183,We can have a city of 10k person and 5km radius
-29.30753614439939,20.14472024638027,7,63.57142857142857,91.92857142857144,-97.71428571428572,1,297.8236791753655,We can have a mini_city of 5k person and 3km radius
-29.26262038019341,20.14472024638027,6,63.57142857142857,91.92857142857144,-97.71428571428572,1,297.8236791753655,We can have a mini_city of 5k person and 3km radius
-29.127873087575484,20.14472024638027,2,68.35714285714286,95.0,-84.5,0,284.54393333894853,We can have a city of 10k person and 5km radius
-29.082957323369502,20.14472024638027,2,68.35714285714286,95.0,-84.5,0,284.54393333894853,We can have a city of 10k person and 5km radius
-28.99312579495756,20.14472024638027,5,77.35714285714286,113.64285714285714,-82.64285714285714,0,282.97192836904856,We can have a city of 10k person and 5km radius
-28.858378502339622,20.14472024638027,5,82.78571428571429,122.57142857142856,-94.28571428571428,0,295.1500483151039,We can have a city of 10k person and 5km radius
-28.81346273813365,20.14472024638027,3,89.35714285714286,128.64285714285714,-110.64285714285714,0,311.9605711611383,We can have a city of 10k person and 5km radius
-28.7236312097217,20.14472024638027,7,97.92857142857144,133.21428571428572,-128.78571428571428,1,330.45912711540825,We can have a mini_city of 5k person and 3km radius
-28.678715445515724,20.14472024638027,6,108.35714285714286,131.71428571428572,-148.35714285714286,1,349.7977914423692,We can have a mini_city of 5k person and 3km radius
-28.633799681309743,20.14472024638027,7,108.35714285714286,131.71428571428572,-148.35714285714286,1,349.7977914423692,We can have a mini_city of 5k person and 3km radius
-28.319389331867917,20.14472024638027,3,145.21428571428572,19.5,-137.0,0,346.48124047342014,We can have a city of 10k person and 5km radius
-28.27447356766194,20.14472024638027,1,150.78571428571428,-16.642857142857142,-122.5,0,342.94577723373266,We can have a city of 10k person and 5km radius
-28.094810510838037,20.14472024638027,6,158.14285714285714,-100.28571428571428,-93.21428571428572,1,355.0901078513418,We can have a mini_city of 5k person and 3km radius
-27.960063218220107,20.14472024638027,2,160.21428571428572,-133.57142857142858,-72.42857142857143,0,358.8494653409842,We can have a city of 10k person and 5km radius
-27.91514745401413,20.14472024638027,9,163.14285714285714,-149.42857142857142,-58.642857142857146,1,359.31982939425757,We can have a mini_city of 5k person and 3km radius
-27.825315925602176,20.14472024638027,7,166.85714285714286,-151.07142857142858,-52.142857142857146,1,355.82704036239465,We can have a mini_city of 5k person and 3km radius
-27.7804001613962,20.14472024638027,9,169.78571428571428,-146.07142857142858,-51.285714285714285,1,351.70393538211266,We can have a mini_city of 5k person and 3km radius
-27.735484397190227,20.14472024638027,6,169.78571428571428,-146.07142857142858,-51.285714285714285,1,351.70393538211266,We can have a mini_city of 5k person and 3km radius
-27.69056863298425,20.14472024638027,8,172.14285714285714,-138.57142857142858,-58.142857142857146,1,351.5025764123071,We can have a mini_city of 5k person and 3km radius
-27.645652868778274,20.14472024638027,4,172.14285714285714,-138.57142857142858,-58.142857142857146,0,351.5025764123071,We can have a city of 10k person and 5km radius
-27.55582134036632,20.14472024638027,3,178.0,-117.07142857142856,-83.35714285714286,0,356.9471606697609,We can have a city of 10k person and 5km radius
-27.376158283542416,20.14472024638027,9,183.6428571428572,-96.78571428571428,-78.64285714285714,1,341.1252837062557,We can have a mini_city of 5k person and 3km radius
-27.33124251933644,20.14472024638027,3,183.6428571428572,-96.78571428571428,-78.64285714285714,0,341.1252837062557,We can have a city of 10k person and 5km radius
-27.151579462512537,20.14472024638027,8,177.28571428571428,3.5,127.35714285714286,1,120.78590436751116,We can have a mini_city of 5k person and 3km radius
-27.10666369830656,20.14472024638027,4,177.28571428571428,3.5,127.35714285714286,0,120.78590436751116,We can have a city of 10k person and 5km radius
-27.01683216989461,20.14472024638027,8,171.0,67.57142857142857,206.2142857142857,1,33.0186249234691,We can have a mini_city of 5k person and 3km radius
-26.97191640568863,20.14472024638027,8,161.28571428571428,132.64285714285714,257.57142857142856,1,66.18176115973402,We can have a mini_city of 5k person and 3km radius
-26.927000641482657,20.14472024638027,7,161.28571428571428,132.64285714285714,257.57142857142856,1,66.18176115973402,We can have a mini_city of 5k person and 3km radius
-26.88208487727668,20.14472024638027,4,149.28571428571428,188.42857142857144,269.07142857142856,0,112.20728358620896,We can have a city of 10k person and 5km radius
-26.702421820452777,20.14472024638027,6,130.5,278.07142857142856,218.7142857142857,1,179.05211018936723,We can have a mini_city of 5k person and 3km radius
-26.612590292040824,20.14472024638027,2,125.57142857142856,301.5,161.07142857142858,2,205.22593323814948,Due to velocity and distance and depth we cant have a city here
-26.52275876362887,20.14472024638027,3,122.21428571428572,307.2857142857143,74.64285714285714,2,242.2432261431574,Due to velocity and distance and depth we cant have a city here
-26.43292723521692,20.14472024638027,6,125.78571428571428,286.2142857142857,-131.64285714285714,1,380.3455598504591,We can have a mini_city of 5k person and 3km radius
-26.118516885775087,20.14472024638027,9,160.78571428571428,204.07142857142856,-306.85714285714283,2,517.4311794917311,Due to velocity and distance and depth we cant have a city here
-26.02868535736313,20.14472024638027,7,173.5,188.28571428571428,-347.92857142857144,2,554.9955736172082,Due to velocity and distance and depth we cant have a city here
-25.98376959315716,20.14472024638027,5,173.5,188.28571428571428,-347.92857142857144,2,554.9955736172082,Due to velocity and distance and depth we cant have a city here
-25.93885382895118,20.14472024638027,2,188.07142857142856,184.1428571428572,-391.9285714285714,2,597.879129993373,Due to velocity and distance and depth we cant have a city here
-25.80410653633325,20.14472024638027,5,203.92857142857144,181.2142857142857,-439.6428571428572,2,644.7780586356512,Due to velocity and distance and depth we cant have a city here
-25.62444347950935,20.14472024638027,8,279.35714285714283,128.64285714285714,-530.3571428571429,2,730.9185791781156,Due to velocity and distance and depth we cant have a city here
-25.57952771530337,20.14472024638027,7,279.35714285714283,128.64285714285714,-530.3571428571429,2,730.9185791781156,Due to velocity and distance and depth we cant have a city here
-25.31003313006752,20.14472024638027,4,365.1428571428572,-41.42857142857143,-275.0,2,495.6077489470141,Due to velocity and distance and depth we cant have a city here
-25.265117365861546,20.14472024638027,8,365.1428571428572,-41.42857142857143,-275.0,2,495.6077489470141,Due to velocity and distance and depth we cant have a city here
-25.220201601655564,20.14472024638027,3,374.4285714285714,-93.78571428571428,-132.21428571428572,1,384.6026972004715,We can have a mini_city of 5k person and 3km radius
-25.13037007324361,20.14472024638027,3,378.57142857142856,-134.21428571428572,-34.142857142857146,1,331.1785155828703,We can have a mini_city of 5k person and 3km radius
-29.98127260748903,20.189636010586245,2,51.35714285714285,73.57142857142857,-26.0,0,227.54003908709146,We can have a city of 10k person and 5km radius
-29.71177802225317,20.189636010586245,3,54.85714285714285,76.21428571428571,-26.071428571428573,0,227.3192711153372,We can have a city of 10k person and 5km radius
-29.6668622580472,20.189636010586245,1,54.85714285714285,76.21428571428571,-26.071428571428573,0,227.3192711153372,We can have a city of 10k person and 5km radius
-29.62194649384122,20.189636010586245,7,56.642857142857146,77.71428571428571,-42.285714285714285,1,243.308488154777,We can have a mini_city of 5k person and 3km radius
-29.577030729635243,20.189636010586245,3,56.642857142857146,77.71428571428571,-42.285714285714285,0,243.308488154777,We can have a city of 10k person and 5km radius
-29.48719920122329,20.189636010586245,2,58.42857142857143,79.64285714285714,-58.07142857142857,0,258.8730876514669,We can have a city of 10k person and 5km radius
-29.44228343701732,20.189636010586245,1,59.85714285714285,84.21428571428571,-74.92857142857143,0,275.38138674076237,We can have a city of 10k person and 5km radius
-29.17278885178146,20.189636010586245,8,65.57142857142857,92.28571428571428,-92.85714285714286,1,292.9587280258614,We can have a mini_city of 5k person and 3km radius
-28.99312579495756,20.189636010586245,5,77.35714285714286,113.64285714285714,-82.64285714285714,0,282.97192836904856,We can have a city of 10k person and 5km radius
-28.81346273813365,20.189636010586245,5,89.35714285714286,128.64285714285714,-110.64285714285714,0,311.9605711611383,We can have a city of 10k person and 5km radius
-28.7236312097217,20.189636010586245,5,97.92857142857144,133.21428571428572,-128.78571428571428,0,330.45912711540825,We can have a city of 10k person and 5km radius
-28.678715445515724,20.189636010586245,5,108.35714285714286,131.71428571428572,-148.35714285714286,0,349.7977914423692,We can have a city of 10k person and 5km radius
-28.45413662448584,20.189636010586245,9,128.85714285714286,88.0,-161.07142857142858,1,361.27078006754465,We can have a mini_city of 5k person and 3km radius
-28.36430509607389,20.189636010586245,8,137.57142857142858,53.57142857142857,-146.5,1,349.5967137215365,We can have a mini_city of 5k person and 3km radius
-28.184642039249987,20.189636010586245,8,155.35714285714286,-57.92857142857143,-109.42857142857144,1,347.4010283372747,We can have a mini_city of 5k person and 3km radius
-28.13972627504401,20.189636010586245,4,155.35714285714286,-57.92857142857143,-109.42857142857144,0,347.4010283372747,We can have a city of 10k person and 5km radius
-28.094810510838037,20.189636010586245,9,158.14285714285714,-100.28571428571428,-93.21428571428572,1,355.0901078513418,We can have a mini_city of 5k person and 3km radius
-28.04989474663206,20.189636010586245,3,158.14285714285714,-100.28571428571428,-93.21428571428572,0,355.0901078513418,We can have a city of 10k person and 5km radius
-27.91514745401413,20.189636010586245,5,163.14285714285714,-149.42857142857142,-58.642857142857146,0,359.31982939425757,We can have a city of 10k person and 5km radius
-27.7804001613962,20.189636010586245,6,169.78571428571428,-146.07142857142858,-51.285714285714285,1,351.70393538211266,We can have a mini_city of 5k person and 3km radius
-27.645652868778274,20.189636010586245,4,172.14285714285714,-138.57142857142858,-58.142857142857146,0,351.5025764123071,We can have a city of 10k person and 5km radius
-27.600737104572296,20.189636010586245,9,174.5,-128.92857142857142,-71.5,1,355.13453903602016,We can have a mini_city of 5k person and 3km radius
-27.46598981195437,20.189636010586245,7,181.57142857142856,-105.28571428571428,-89.57142857142857,1,354.9561053633165,We can have a mini_city of 5k person and 3km radius
-27.421074047748395,20.189636010586245,6,181.57142857142856,-105.28571428571428,-89.57142857142857,1,354.9561053633165,We can have a mini_city of 5k person and 3km radius
-27.286326755130464,20.189636010586245,9,183.42857142857144,-81.85714285714286,-31.857142857142858,1,294.66889062478384,We can have a mini_city of 5k person and 3km radius
-27.061747934100584,20.189636010586245,3,171.0,67.57142857142857,206.2142857142857,0,33.0186249234691,We can have a city of 10k person and 5km radius
-27.01683216989461,20.189636010586245,1,171.0,67.57142857142857,206.2142857142857,0,33.0186249234691,We can have a city of 10k person and 5km radius
-26.79225334886473,20.189636010586245,3,138.21428571428572,236.92857142857144,250.7142857142857,1,146.01839763872084,We can have a mini_city of 5k person and 3km radius
-26.52275876362887,20.189636010586245,2,122.21428571428572,307.2857142857143,74.64285714285714,2,242.2432261431574,Due to velocity and distance and depth we cant have a city here
-26.477842999422894,20.189636010586245,9,122.64285714285714,300.7142857142857,-30.214285714285715,2,305.4256731788189,Due to velocity and distance and depth we cant have a city here
-26.388011471010945,20.189636010586245,3,125.78571428571428,286.2142857142857,-131.64285714285714,1,380.3455598504591,We can have a mini_city of 5k person and 3km radius
-26.118516885775087,20.189636010586245,1,160.78571428571428,204.07142857142856,-306.85714285714283,2,517.4311794917311,Due to velocity and distance and depth we cant have a city here
-26.073601121569112,20.189636010586245,3,160.78571428571428,204.07142857142856,-306.85714285714283,2,517.4311794917311,Due to velocity and distance and depth we cant have a city here
-26.02868535736313,20.189636010586245,1,173.5,188.28571428571428,-347.92857142857144,2,554.9955736172082,Due to velocity and distance and depth we cant have a city here
-25.84902230053923,20.189636010586245,9,203.92857142857144,181.2142857142857,-439.6428571428572,2,644.7780586356512,Due to velocity and distance and depth we cant have a city here
-25.7142750079213,20.189636010586245,7,250.1428571428572,155.78571428571428,-521.4285714285714,2,723.5822203397737,Due to velocity and distance and depth we cant have a city here
